192.168.65.1 - - [26/Feb/2024:18:38:16 +0000] "GET / HTTP/1.1" 200 - "https://medium.com/allient/static-analysis-using-sonarqube-in-a-react-webapp-dd4b335d6062" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:16 +0000] "GET /js/outDLYDOPRS.css HTTP/1.1" 200 - "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:17 +0000] "GET /js/outUEEFMTWC.js HTTP/1.1" 200 - "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:18 +0000] "GET /favicon.ico HTTP/1.1" 200 5430 "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:18 +0000] "GET /api/l10n/index?locale=en-IN HTTP/1.1" 200 - "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:19 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:24 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:29 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:34 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:39 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:44 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:49 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:38:54 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:39:00 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:39:05 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [26/Feb/2024:18:39:10 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAA"
192.168.65.1 - - [26/Feb/2024:18:39:12 +0000] "GET / HTTP/1.1" 200 - "http://localhost:9000/maintenance?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAB"
192.168.65.1 - - [26/Feb/2024:18:39:13 +0000] "GET /api/features/list HTTP/1.1" 401 - "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAF"
192.168.65.1 - - [26/Feb/2024:18:39:13 +0000] "GET /api/users/current HTTP/1.1" 401 - "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAD"
192.168.65.1 - - [26/Feb/2024:18:39:13 +0000] "GET /api/navigation/global HTTP/1.1" 401 - "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAE"
192.168.65.1 - - [26/Feb/2024:18:39:13 +0000] "GET /sessions/new?return_to=%2F HTTP/1.1" 200 - "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAG"
192.168.65.1 - - [26/Feb/2024:18:39:13 +0000] "GET /api/l10n/index?locale=en-IN HTTP/1.1" 200 - "http://localhost:9000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAC"
192.168.65.1 - - [26/Feb/2024:18:39:13 +0000] "GET /api/l10n/index?locale=en-IN HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAH"
192.168.65.1 - - [26/Feb/2024:18:39:13 +0000] "GET /api/settings/login_message HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAJ"
192.168.65.1 - - [26/Feb/2024:18:39:13 +0000] "GET /api/users/identity_providers HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAI"
192.168.65.1 - - [26/Feb/2024:18:41:06 +0000] "POST /api/authentication/login HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2F" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36" "AY3mtrTlqs97QZN4AAAK"
